"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","geneID","geneSymbol","category","subcategory","RichFactor","FoldEnrichment","zScore","MHCII_only"
"mmu04512","ECM-receptor interaction","1/39","36/1431",0.634794570583529,0.730612618973495,0.636685716275436,1,"20750","Spp1","Environmental Information Processing","Signaling molecules and interaction",0.0277777777777778,1.01923076923077,0.0195542654994085,FALSE
"mmu05144","Malaria","1/39","36/1431",0.634794570583529,0.730612618973495,0.636685716275436,1,"13349","Ackr1","Human Diseases","Infectious disease: parasitic",0.0277777777777778,1.01923076923077,0.0195542654994085,FALSE
"mmu04714","Thermogenesis","1/39","37/1431",0.645004614846785,0.733048009689771,0.638808015346565,1,"11461","Actb","Organismal Systems","Environmental adaptation",0.027027027027027,0.991683991683992,-0.00857561143516814,FALSE
"mmu05200","Pathways in cancer","3/39","120/1431",0.649383601424612,0.733048009689771,0.638808015346565,3,"12575/13618/20315","Cdkn1a/Ednrb/Cxcl12","Human Diseases","Cancer: overview",0.025,0.917307692307692,-0.158356208054404,FALSE
"mmu04360","Axon guidance","1/39","38/1431",0.654936336526107,0.733048009689771,0.638808015346565,1,"20315","Cxcl12","Organismal Systems","Development and regeneration",0.0263157894736842,0.965587044534413,-0.0359765005591535,FALSE
"mmu05206","MicroRNAs in cancer","1/39","43/1431",0.700672256860933,0.77447934468837,0.674912975095128,1,"12575","Cdkn1a","Human Diseases","Cancer: overview",0.0232558139534884,0.853309481216458,-0.163426411205567,FALSE
"mmu04380","Osteoclast differentiation","1/39","44/1431",0.709082762611959,0.77447934468837,0.674912975095128,1,"100038947","Sirpb1c","Organismal Systems","Development and regeneration",0.0227272727272727,0.833916083916084,-0.187239032686458,FALSE
"mmu04517","IgSF CAM signaling","2/39","89/1431",0.710997431189323,0.77447934468837,0.674912975095128,2,"67951/11461","Tubb6/Actb","Environmental Information Processing","Signaling molecules and interaction",0.0224719101123595,0.824546240276577,-0.285997428973163,FALSE
"mmu04014","Ras signaling pathway","1/39","47/1431",0.732956176331974,0.791333216924786,0.689600128640236,1,"11601","Angpt2","Environmental Information Processing","Signal transduction",0.0212765957446809,0.780687397708674,-0.25581451133872,FALSE
"mmu04020","Calcium signaling pathway","1/39","50/1431",0.754916659993977,0.800868108863175,0.697909223426926,1,"13618","Ednrb","Environmental Information Processing","Signal transduction",0.02,0.733846153846154,-0.320554305147159,FALSE
"mmu05012","Parkinson disease","1/39","50/1431",0.754916659993977,0.800868108863175,0.697909223426926,1,"67951","Tubb6","Human Diseases","Neurodegenerative disease",0.02,0.733846153846154,-0.320554305147159,FALSE
"mmu04519","Cadherin signaling","1/39","60/1431",0.816139269836214,0.851017016410411,0.741611032419772,1,"11461","Actb","Environmental Information Processing","Signaling molecules and interaction",0.0166666666666667,0.611538461538462,-0.514381840693431,FALSE
"mmu05016","Huntington disease","1/39","60/1431",0.816139269836214,0.851017016410411,0.741611032419772,1,"67951","Tubb6","Human Diseases","Neurodegenerative disease",0.0166666666666667,0.611538461538462,-0.514381840693431,FALSE
"mmu04010","MAPK signaling pathway","1/39","62/1431",0.826454547204856,0.854469955584682,0.744620064832208,1,"11601","Angpt2","Environmental Information Processing","Signal transduction",0.0161290322580645,0.59181141439206,-0.549839177742645,FALSE
"mmu05020","Prion disease","1/39","65/1431",0.840878129363689,0.862076737666975,0.751248925835759,1,"67951","Tubb6","Human Diseases","Neurodegenerative disease",0.0153846153846154,0.564497041420118,-0.601316530490619,FALSE
"mmu04820","Cytoskeleton in muscle cells","1/39","75/1431",0.881010223819478,0.895693727549802,0.780544145664625,1,"11461","Actb","Cellular Processes","Cell motility",0.0133333333333333,0.489230769230769,-0.760337164020371,FALSE
"mmu05022","Pathways of neurodegeneration - multiple diseases","1/39","85/1431",0.911214575287492,0.91874527425681,0.800632206211716,1,"67951","Tubb6","Human Diseases","Neurodegenerative disease",0.0117647058823529,0.431674208144796,-0.903992866106494,FALSE
"mmu01100","Metabolic pathways","2/39","294/1431",0.998730824329854,0.998730824329854,0.870334885740425,2,"15360/12351","Hmgcs2/Car4","Metabolism","Global and overview maps",0.00680272108843537,0.249607535321821,-2.41525284164595,FALSE
